_;wappen_URL;Club;League;League_URL;League1;Value_Nov_1_2010_URL;Value_Nov_1_2010;Current_value_URL;Current_value;_1
,1;https://www.transfermarkt.com/derby-county/startseite/verein/22/saison_id/2023;Derby County;Championship;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB3/plus/GB2;Championship;https://www.transfermarkt.com/derby-county/kader/verein/22/saison_id/2018;€57.40m;https://www.transfermarkt.com/derby-county/kader/verein/22/saison_id/2023;€15.25m;-73.4 %
,2;https://www.transfermarkt.com/fc-reading/startseite/verein/1032/saison_id/2023;Reading FC;Championship;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB3/plus/GB2;Championship;https://www.transfermarkt.com/fc-reading/kader/verein/1032/saison_id/2018;€47.03m;https://www.transfermarkt.com/reading-fc/kader/verein/1032/saison_id/2023;€15.00m;-68.1 %
,3;https://www.transfermarkt.com/fc-blackpool/startseite/verein/1181/saison_id/2023;Blackpool FC;League One;;;https://www.transfermarkt.com/fc-blackpool/kader/verein/1181/saison_id/2018;€4.83m;https://www.transfermarkt.com/blackpool-fc/kader/verein/1181/saison_id/2023;€14.73m;205.2 %
,4;https://www.transfermarkt.com/peterborough-united/startseite/verein/1072/saison_id/2023;Peterborough United;League One;;;https://www.transfermarkt.com/peterborough-united/kader/verein/1072/saison_id/2018;€4.85m;https://www.transfermarkt.com/peterborough-united/kader/verein/1072/saison_id/2023;€14.30m;194.8 %
,5;https://www.transfermarkt.com/fc-barnsley/startseite/verein/349/saison_id/2023;Barnsley FC;League One;;;https://www.transfermarkt.com/fc-barnsley/kader/verein/349/saison_id/2018;€10.55m;https://www.transfermarkt.com/barnsley-fc/kader/verein/349/saison_id/2023;€13.60m;28.9 %
,6;https://www.transfermarkt.com/bolton-wanderers/startseite/verein/355/saison_id/2023;Bolton Wanderers;Championship;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB3/plus/GB2;Championship;https://www.transfermarkt.com/bolton-wanderers/kader/verein/355/saison_id/2018;€20.85m;https://www.transfermarkt.com/bolton-wanderers/kader/verein/355/saison_id/2023;€10.28m;-50.7 %
,7;https://www.transfermarkt.com/wigan-athletic/startseite/verein/1071/saison_id/2023;Wigan Athletic;Championship;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB3/plus/GB2;Championship;https://www.transfermarkt.com/wigan-athletic/kader/verein/1071/saison_id/2018;€17.55m;https://www.transfermarkt.com/wigan-athletic/kader/verein/1071/saison_id/2023;€9.58m;-45.4 %
,8;https://www.transfermarkt.com/fc-portsmouth/startseite/verein/1020/saison_id/2023;Portsmouth FC;League One;;;https://www.transfermarkt.com/fc-portsmouth/kader/verein/1020/saison_id/2018;€5.50m;https://www.transfermarkt.com/portsmouth-fc/kader/verein/1020/saison_id/2023;€9.03m;64.1 %
,9;https://www.transfermarkt.com/oxford-united/startseite/verein/988/saison_id/2023;Oxford United;League One;;;https://www.transfermarkt.com/oxford-united/kader/verein/988/saison_id/2018;€6.70m;https://www.transfermarkt.com/oxford-united/kader/verein/988/saison_id/2023;€8.83m;31.7 %
,10;https://www.transfermarkt.com/fleetwood-town/startseite/verein/11177/saison_id/2023;Fleetwood Town;League One;;;https://www.transfermarkt.com/fleetwood-town/kader/verein/11177/saison_id/2018;€8.40m;https://www.transfermarkt.com/fleetwood-town/kader/verein/11177/saison_id/2023;€8.08m;-3.9 %
,11;https://www.transfermarkt.com/charlton-athletic/startseite/verein/358/saison_id/2023;Charlton Athletic;League One;;;https://www.transfermarkt.com/charlton-athletic/kader/verein/358/saison_id/2018;€10.65m;https://www.transfermarkt.com/charlton-athletic/kader/verein/358/saison_id/2023;€7.83m;-26.5 %
,12;https://www.transfermarkt.com/bristol-rovers/startseite/verein/2455/saison_id/2023;Bristol Rovers;League One;;;https://www.transfermarkt.com/bristol-rovers/kader/verein/2455/saison_id/2018;€4.08m;https://www.transfermarkt.com/bristol-rovers/kader/verein/2455/saison_id/2023;€7.70m;89.0 %
,13;https://www.transfermarkt.com/burton-albion/startseite/verein/2963/saison_id/2023;Burton Albion;League One;;;https://www.transfermarkt.com/burton-albion/kader/verein/2963/saison_id/2018;€6.53m;https://www.transfermarkt.com/burton-albion/kader/verein/2963/saison_id/2023;€6.50m;-0.4 %
,14;https://www.transfermarkt.com/lincoln-city/startseite/verein/1198/saison_id/2023;Lincoln City;League Two;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB3/plus/GB4;League Two;https://www.transfermarkt.com/lincoln-city/kader/verein/1198/saison_id/2018;€4.55m;https://www.transfermarkt.com/lincoln-city/kader/verein/1198/saison_id/2023;€6.00m;31.9 %
,15;https://www.transfermarkt.com/wycombe-wanderers/startseite/verein/2805/saison_id/2023;Wycombe Wanderers;League One;;;https://www.transfermarkt.com/wycombe-wanderers/kader/verein/2805/saison_id/2018;€4.33m;https://www.transfermarkt.com/wycombe-wanderers/kader/verein/2805/saison_id/2023;€5.85m;35.3 %
,16;https://www.transfermarkt.com/cambridge-united/startseite/verein/986/saison_id/2023;Cambridge United;League Two;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB3/plus/GB4;League Two;https://www.transfermarkt.com/cambridge-united/kader/verein/986/saison_id/2018;€2.20m;https://www.transfermarkt.com/cambridge-united/kader/verein/986/saison_id/2023;€5.48m;148.9 %
,17;https://www.transfermarkt.com/exeter-city/startseite/verein/6699/saison_id/2023;Exeter City;League Two;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB3/plus/GB4;League Two;https://www.transfermarkt.com/exeter-city/kader/verein/6699/saison_id/2018;€3.38m;https://www.transfermarkt.com/exeter-city/kader/verein/6699/saison_id/2023;€5.25m;55.6 %
,18;https://www.transfermarkt.com/shrewsbury-town/startseite/verein/3054/saison_id/2023;Shrewsbury Town;League One;;;https://www.transfermarkt.com/shrewsbury-town/kader/verein/3054/saison_id/2018;€3.68m;https://www.transfermarkt.com/shrewsbury-town/kader/verein/3054/saison_id/2023;€5.20m;41.5 %
,19;https://www.transfermarkt.com/northampton-town/startseite/verein/1302/saison_id/2023;Northampton Town;League Two;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB3/plus/GB4;League Two;https://www.transfermarkt.com/northampton-town/kader/verein/1302/saison_id/2018;€4.25m;https://www.transfermarkt.com/northampton-town/kader/verein/1302/saison_id/2023;€5.10m;20.0 %
,20;https://www.transfermarkt.com/leyton-orient/startseite/verein/1150/saison_id/2023;Leyton Orient;National League;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB3/plus/CNAT;National League;https://www.transfermarkt.com/leyton-orient/kader/verein/1150/saison_id/2018;€2.25m;https://www.transfermarkt.com/leyton-orient/kader/verein/1150/saison_id/2023;€4.85m;115.6 %
,21;https://www.transfermarkt.com/fc-port-vale/startseite/verein/1211/saison_id/2023;Port Vale FC;League Two;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB3/plus/GB4;League Two;https://www.transfermarkt.com/fc-port-vale/kader/verein/1211/saison_id/2018;€2.18m;https://www.transfermarkt.com/port-vale-fc/kader/verein/1211/saison_id/2023;€4.80m;120.7 %
,22;https://www.transfermarkt.com/carlisle-united/startseite/verein/1220/saison_id/2023;Carlisle United;League Two;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB3/plus/GB4;League Two;https://www.transfermarkt.com/carlisle-united/kader/verein/1220/saison_id/2018;€2.60m;https://www.transfermarkt.com/carlisle-united/kader/verein/1220/saison_id/2023;€4.73m;81.7 %
,23;https://www.transfermarkt.com/cheltenham-town/startseite/verein/3371/saison_id/2023;Cheltenham Town;League Two;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB3/plus/GB4;League Two;https://www.transfermarkt.com/cheltenham-town/kader/verein/3371/saison_id/2018;€2.40m;https://www.transfermarkt.com/cheltenham-town/kader/verein/3371/saison_id/2023;€4.59m;91.0 %
,24;https://www.transfermarkt.com/fc-stevenage/startseite/verein/3684/saison_id/2023;Stevenage FC;League Two;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB3/plus/GB4;League Two;https://www.transfermarkt.com/fc-stevenage/kader/verein/3684/saison_id/2018;€1.90m;https://www.transfermarkt.com/stevenage-fc/kader/verein/3684/saison_id/2023;€4.33m;127.6 %
,1;https://www.transfermarkt.com/derby-county/startseite/verein/22/saison_id/2023;Derby County;Championship;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB3/plus/GB2;Championship;https://www.transfermarkt.com/derby-county/kader/verein/22/saison_id/2019;€52.80m;https://www.transfermarkt.com/derby-county/kader/verein/22/saison_id/2023;€15.25m;-71.1 %
,2;https://www.transfermarkt.com/fc-reading/startseite/verein/1032/saison_id/2023;Reading FC;Championship;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB3/plus/GB2;Championship;https://www.transfermarkt.com/fc-reading/kader/verein/1032/saison_id/2019;€48.05m;https://www.transfermarkt.com/reading-fc/kader/verein/1032/saison_id/2023;€15.00m;-68.8 %
,3;https://www.transfermarkt.com/fc-blackpool/startseite/verein/1181/saison_id/2023;Blackpool FC;League One;;;https://www.transfermarkt.com/fc-blackpool/kader/verein/1181/saison_id/2019;€7.18m;https://www.transfermarkt.com/blackpool-fc/kader/verein/1181/saison_id/2023;€14.73m;105.2 %
,4;https://www.transfermarkt.com/peterborough-united/startseite/verein/1072/saison_id/2023;Peterborough United;League One;;;https://www.transfermarkt.com/peterborough-united/kader/verein/1072/saison_id/2019;€6.25m;https://www.transfermarkt.com/peterborough-united/kader/verein/1072/saison_id/2023;€14.30m;128.8 %
,5;https://www.transfermarkt.com/fc-barnsley/startseite/verein/349/saison_id/2023;Barnsley FC;Championship;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB3/plus/GB2;Championship;https://www.transfermarkt.com/fc-barnsley/kader/verein/349/saison_id/2019;€8.65m;https://www.transfermarkt.com/barnsley-fc/kader/verein/349/saison_id/2023;€13.60m;57.2 %
,6;https://www.transfermarkt.com/bolton-wanderers/startseite/verein/355/saison_id/2023;Bolton Wanderers;League One;;;https://www.transfermarkt.com/bolton-wanderers/kader/verein/355/saison_id/2019;€3.55m;https://www.transfermarkt.com/bolton-wanderers/kader/verein/355/saison_id/2023;€10.28m;189.4 %
,7;https://www.transfermarkt.com/wigan-athletic/startseite/verein/1071/saison_id/2023;Wigan Athletic;Championship;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB3/plus/GB2;Championship;https://www.transfermarkt.com/wigan-athletic/kader/verein/1071/saison_id/2019;€20.73m;https://www.transfermarkt.com/wigan-athletic/kader/verein/1071/saison_id/2023;€9.58m;-53.8 %
,8;https://www.transfermarkt.com/fc-portsmouth/startseite/verein/1020/saison_id/2023;Portsmouth FC;League One;;;https://www.transfermarkt.com/fc-portsmouth/kader/verein/1020/saison_id/2019;€6.05m;https://www.transfermarkt.com/portsmouth-fc/kader/verein/1020/saison_id/2023;€9.03m;49.2 %
,9;https://www.transfermarkt.com/oxford-united/startseite/verein/988/saison_id/2023;Oxford United;League One;;;https://www.transfermarkt.com/oxford-united/kader/verein/988/saison_id/2019;€12.85m;https://www.transfermarkt.com/oxford-united/kader/verein/988/saison_id/2023;€8.83m;-31.3 %
,10;https://www.transfermarkt.com/fleetwood-town/startseite/verein/11177/saison_id/2023;Fleetwood Town;League One;;;https://www.transfermarkt.com/fleetwood-town/kader/verein/11177/saison_id/2019;€7.33m;https://www.transfermarkt.com/fleetwood-town/kader/verein/11177/saison_id/2023;€8.08m;10.2 %
,11;https://www.transfermarkt.com/charlton-athletic/startseite/verein/358/saison_id/2023;Charlton Athletic;Championship;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB3/plus/GB2;Championship;https://www.transfermarkt.com/charlton-athletic/kader/verein/358/saison_id/2019;€14.30m;https://www.transfermarkt.com/charlton-athletic/kader/verein/358/saison_id/2023;€7.83m;-45.3 %
,12;https://www.transfermarkt.com/bristol-rovers/startseite/verein/2455/saison_id/2023;Bristol Rovers;League One;;;https://www.transfermarkt.com/bristol-rovers/kader/verein/2455/saison_id/2019;€3.75m;https://www.transfermarkt.com/bristol-rovers/kader/verein/2455/saison_id/2023;€7.70m;105.3 %
,13;https://www.transfermarkt.com/burton-albion/startseite/verein/2963/saison_id/2023;Burton Albion;League One;;;https://www.transfermarkt.com/burton-albion/kader/verein/2963/saison_id/2019;€4.63m;https://www.transfermarkt.com/burton-albion/kader/verein/2963/saison_id/2023;€6.50m;40.5 %
,14;https://www.transfermarkt.com/lincoln-city/startseite/verein/1198/saison_id/2023;Lincoln City;League One;;;https://www.transfermarkt.com/lincoln-city/kader/verein/1198/saison_id/2019;€6.78m;https://www.transfermarkt.com/lincoln-city/kader/verein/1198/saison_id/2023;€6.00m;-11.4 %
,15;https://www.transfermarkt.com/wycombe-wanderers/startseite/verein/2805/saison_id/2023;Wycombe Wanderers;League One;;;https://www.transfermarkt.com/wycombe-wanderers/kader/verein/2805/saison_id/2019;€3.73m;https://www.transfermarkt.com/wycombe-wanderers/kader/verein/2805/saison_id/2023;€5.85m;57.0 %
,16;https://www.transfermarkt.com/cambridge-united/startseite/verein/986/saison_id/2023;Cambridge United;League Two;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB3/plus/GB4;League Two;https://www.transfermarkt.com/cambridge-united/kader/verein/986/saison_id/2019;€2.05m;https://www.transfermarkt.com/cambridge-united/kader/verein/986/saison_id/2023;€5.48m;167.1 %
,17;https://www.transfermarkt.com/exeter-city/startseite/verein/6699/saison_id/2023;Exeter City;League Two;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB3/plus/GB4;League Two;https://www.transfermarkt.com/exeter-city/kader/verein/6699/saison_id/2019;€3.90m;https://www.transfermarkt.com/exeter-city/kader/verein/6699/saison_id/2023;€5.25m;34.6 %
,18;https://www.transfermarkt.com/shrewsbury-town/startseite/verein/3054/saison_id/2023;Shrewsbury Town;League One;;;https://www.transfermarkt.com/shrewsbury-town/kader/verein/3054/saison_id/2019;€5.95m;https://www.transfermarkt.com/shrewsbury-town/kader/verein/3054/saison_id/2023;€5.20m;-12.6 %
,19;https://www.transfermarkt.com/northampton-town/startseite/verein/1302/saison_id/2023;Northampton Town;League Two;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB3/plus/GB4;League Two;https://www.transfermarkt.com/northampton-town/kader/verein/1302/saison_id/2019;€2.58m;https://www.transfermarkt.com/northampton-town/kader/verein/1302/saison_id/2023;€5.10m;98.1 %
,20;https://www.transfermarkt.com/leyton-orient/startseite/verein/1150/saison_id/2023;Leyton Orient;League Two;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB3/plus/GB4;League Two;https://www.transfermarkt.com/leyton-orient/kader/verein/1150/saison_id/2019;€1.93m;https://www.transfermarkt.com/leyton-orient/kader/verein/1150/saison_id/2023;€4.85m;151.9 %
,21;https://www.transfermarkt.com/fc-port-vale/startseite/verein/1211/saison_id/2023;Port Vale FC;League Two;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB3/plus/GB4;League Two;https://www.transfermarkt.com/fc-port-vale/kader/verein/1211/saison_id/2019;€2.45m;https://www.transfermarkt.com/port-vale-fc/kader/verein/1211/saison_id/2023;€4.80m;95.9 %
,22;https://www.transfermarkt.com/carlisle-united/startseite/verein/1220/saison_id/2023;Carlisle United;League Two;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB3/plus/GB4;League Two;https://www.transfermarkt.com/carlisle-united/kader/verein/1220/saison_id/2019;€2.58m;https://www.transfermarkt.com/carlisle-united/kader/verein/1220/saison_id/2023;€4.73m;83.5 %
,23;https://www.transfermarkt.com/cheltenham-town/startseite/verein/3371/saison_id/2023;Cheltenham Town;League Two;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB3/plus/GB4;League Two;https://www.transfermarkt.com/cheltenham-town/kader/verein/3371/saison_id/2019;€2.68m;https://www.transfermarkt.com/cheltenham-town/kader/verein/3371/saison_id/2023;€4.59m;71.4 %
,24;https://www.transfermarkt.com/fc-stevenage/startseite/verein/3684/saison_id/2023;Stevenage FC;League Two;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB3/plus/GB4;League Two;https://www.transfermarkt.com/fc-stevenage/kader/verein/3684/saison_id/2019;€2.23m;https://www.transfermarkt.com/stevenage-fc/kader/verein/3684/saison_id/2023;€4.33m;94.4 %
,1;https://www.transfermarkt.com/derby-county/startseite/verein/22/saison_id/2023;Derby County;Championship;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB3/plus/GB2;Championship;https://www.transfermarkt.com/derby-county/kader/verein/22/saison_id/2020;€42.73m;https://www.transfermarkt.com/derby-county/kader/verein/22/saison_id/2023;€15.25m;-64.3 %
